isFraud,type,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
Yes,TRANSFER,37,1842,1842,0,0,0
Yes,CASH_OUT,37,1842,1842,0,0,1842
Yes,TRANSFER,37,180967.56,180967.56,0,0,0
Yes,CASH_OUT,37,180967.56,180967.56,0,95280.53,276248.1
Yes,TRANSFER,37,93083.27,93083.27,0,0,0
Yes,CASH_OUT,37,93083.27,93083.27,0,2466124.85,2559208.13
Yes,TRANSFER,37,5979556.06,5979556.06,0,0,0
Yes,CASH_OUT,37,5979556.06,5979556.06,0,0,5979556.06
Yes,TRANSFER,37,128133,128133,0,0,0
Yes,CASH_OUT,37,128133,128133,0,160395.62,288528.62
Yes,TRANSFER,37,503793.25,503793.25,0,0,95709.62
Yes,CASH_OUT,37,503793.25,503793.25,0,10096055.39,10599848.64
Yes,CASH_OUT,37,112486.46,0,0,257274.47,369760.93
No,CASH_OUT,38,277686.04,20926,0,0,277686.04
No,CASH_OUT,38,219565.38,184,0,438125.87,657691.24
No,TRANSFER,38,1153687.1,0,0,1567184.04,2720871.14
No,CASH_OUT,38,31470.71,10147,0,1975517.23,2006987.94
No,CASH_OUT,38,227392.88,21530,0,979230.83,1206623.71
No,CASH_OUT,38,180847.89,0,0,681879.48,862727.37
No,CASH_OUT,38,363578.29,24881.05,0,597271.32,960849.61
No,CASH_OUT,38,155510.94,2003,0,5309795.77,5465306.71
No,TRANSFER,38,297539.31,104025,0,108986.68,406525.99
No,CASH_OUT,38,587048.11,0,0,1243967.4,1831015.51
No,TRANSFER,38,144603.37,0,0,244521.61,389124.98
No,TRANSFER,38,543713.26,11164,0,344694.16,888407.42
No,CASH_OUT,38,175462.87,20983,0,12089525.78,12264988.66
No,CASH_OUT,38,369755.92,300219,0,359062.27,728818.18
No,CASH_OUT,38,334604.85,21191,0,5306512.88,5641117.73
No,CASH_OUT,38,91438.24,0,0,861954,953392.25
No,CASH_OUT,38,46.64,0,0,2476836.86,2476883.5
No,CASH_OUT,38,36460.17,0,0,1253461.49,1289921.66
No,CASH_OUT,38,101094.2,2531,0,0,101094.2
No,TRANSFER,38,505960.78,235662,0,54216.36,560177.14
No,CASH_OUT,38,224572.06,2074,0,966887.24,1216916.72
No,CASH_OUT,38,148560.14,0,0,826725.93,975286.07
No,TRANSFER,38,573769.94,125,0,812582.06,1386352
No,CASH_OUT,38,250210.06,198902.67,0,4330098.3,4580308.36
No,CASH_OUT,38,370191.95,100745,0,1355050.6,1725242.56
No,CASH_OUT,38,233304.93,0,0,3462158.02,3695462.95
No,CASH_OUT,38,276602.31,0,0,335770.64,612372.96
No,TRANSFER,38,666246.18,293714.91,0,1136625.45,1802871.63
No,CASH_OUT,38,43960.03,0,0,462842.5,506802.53
No,CASH_OUT,38,164532.45,15263,0,97870.95,262403.39
No,CASH_OUT,38,580963.09,0,0,935532.4,1516495.49
No,CASH_OUT,38,236668.87,20393,0,261607.33,498276.2
No,CASH_OUT,38,271155.44,202625,0,15592.6,286748.04
No,CASH_OUT,38,386849.45,29266.31,0,1336030.26,1722879.71
No,TRANSFER,38,541297.76,132224,0,0,541297.76
No,CASH_OUT,38,186305.06,31542,0,2462007.41,2648312.46
No,CASH_OUT,38,158672.33,0,0,9434023.03,9592695.36
No,CASH_OUT,38,37183.96,0,0,131648.33,168832.29
No,CASH_OUT,38,43016.57,10187,0,0,43016.57
No,CASH_OUT,38,339004.76,263387.34,0,556028.09,895032.84
No,CASH_OUT,38,451623.27,501713,50089.73,1036887.88,1488511.15
No,CASH_OUT,38,27010.56,0,0,58685.01,85695.57
No,CASH_OUT,38,680761.8,689,0,162760.64,843522.44
No,CASH_OUT,38,72221.69,0,0,163790.15,236011.84
No,CASH_OUT,38,1494.23,34638,33143.77,76753.92,78248.15
No,CASH_OUT,38,278232.27,2914.21,0,2778222.36,3056454.63
No,CASH_OUT,38,189654.56,0,0,403531.8,593186.36
No,CASH_OUT,38,171006.25,106815,0,335175.21,506181.46
No,CASH_OUT,38,408642.64,144455.12,0,1021554.35,1430197
No,CASH_OUT,38,393630.15,0,0,398680.92,792311.07
Yes,TRANSFER,38,448004.86,448004.86,0,0,0
Yes,CASH_OUT,38,448004.86,448004.86,0,147828.66,595833.52
Yes,TRANSFER,38,90204.54,90204.54,0,0,0
Yes,CASH_OUT,38,90204.54,90204.54,0,0,90204.54
Yes,CASH_OUT,38,577418.98,0,0,0,577418.98
Yes,TRANSFER,38,21367,21367,0,0,0
Yes,CASH_OUT,38,21367,21367,0,898934.02,920301.02
Yes,TRANSFER,38,2395.29,2395.29,0,0,0
Yes,CASH_OUT,38,2395.29,2395.29,0,276538.59,470937.03
Yes,TRANSFER,38,7567170.36,7567170.36,0,0,0
Yes,CASH_OUT,38,7567170.36,7567170.36,0,345425.4,7912595.75
Yes,TRANSFER,38,3372,3372,0,0,0
Yes,CASH_OUT,38,3372,3372,0,456659.44,460031.44
Yes,CASH_OUT,38,407005.78,0,0,0,407005.78
Yes,TRANSFER,38,360688.3,360688.3,0,0,0
Yes,CASH_OUT,38,360688.3,360688.3,0,0,360688.3
No,CASH_OUT,39,198857.55,422196,223338.45,505043.75,855754.36
No,TRANSFER,39,68015.13,86134,18118.87,8646.83,77014.27
No,CASH_OUT,39,74807.77,20999,0,0,40246.25
No,TRANSFER,39,77230.81,0,0,168823.64,246054.45
No,CASH_OUT,39,213864.38,0,0,1532515.49,1746379.86
No,CASH_OUT,39,62936.16,0,0,1876478.56,1939414.72
No,CASH_OUT,39,192535.38,0,0,622760.22,815295.59
No,CASH_OUT,39,319268.86,4871,0,0,319268.86
No,CASH_OUT,39,141610.11,0,0,183211.91,324822.02
No,CASH_OUT,39,538870.8,11950,0,2215354.57,2754225.37
No,CASH_OUT,39,779083.83,70907,0,285036.76,728785.09
No,CASH_OUT,39,71687.38,105719,34031.62,1338306.43,1409993.82
No,CASH_OUT,39,160578.16,0,0,369011.92,529590.08
No,CASH_OUT,39,288165.91,0,0,1075033.17,1363199.08
No,CASH_OUT,39,59310.28,0,0,1771546.21,1830856.49
No,CASH_OUT,39,103044.51,20988,0,0,103044.51
No,CASH_OUT,39,142999.56,31201,0,0,142999.56
No,TRANSFER,39,1738397.17,2502,0,136792.07,1875189.24
No,TRANSFER,39,955244.39,0,0,1161383.06,2116627.45
No,CASH_OUT,39,78858.1,0,0,681341.8,760199.9
No,CASH_OUT,39,31975.16,16309,0,1393217.89,1425193.05
No,CASH_OUT,39,656788.1,39,0,224727.8,881515.9
No,CASH_OUT,39,77.2,0,0,595377.49,595454.69
No,TRANSFER,39,418503.85,0,0,1513277.66,2421629.79
Yes,TRANSFER,39,2070814.27,2070814.27,0,0,0
Yes,CASH_OUT,39,2070814.27,2070814.27,0,0,2070814.27
Yes,TRANSFER,39,238717.5,238717.5,0,0,0
Yes,CASH_OUT,39,238717.5,238717.5,0,601511.4,671690.05
Yes,TRANSFER,39,18887,18887,0,0,0
Yes,CASH_OUT,39,18887,18887,0,131489.74,150376.74
Yes,TRANSFER,39,7937954.2,7937954.2,0,0,0
Yes,CASH_OUT,39,7937954.2,7937954.2,0,2716480.56,10654434.76
Yes,TRANSFER,39,39013.3,39013.3,0,0,0
Yes,CASH_OUT,39,39013.3,39013.3,0,924162.55,1089489.11
Yes,TRANSFER,39,152042.16,152042.16,0,0,0
Yes,CASH_OUT,39,152042.16,152042.16,0,710428.02,862470.18
No,CASH_OUT,40,36889.41,0,0,1008861.78,1518677.3
No,CASH_OUT,40,19465.92,0,0,329293.5,348759.42
No,TRANSFER,40,993657.46,27361,0,254788.1,1248445.56
No,CASH_OUT,40,94373.08,165883,71509.92,5521.48,100865.66
No,CASH_OUT,40,266518.25,51241,0,1467250.16,2451188.26
No,CASH_OUT,40,344554.8,52803,0,0,344554.8
No,CASH_OUT,40,339232.46,6143,0,161637.23,500869.69
No,CASH_OUT,40,231399.76,0,0,312359.27,543759.04
No,TRANSFER,40,1008361.61,0,0,1225157.41,2233519.02
No,CASH_OUT,40,130335.67,122108,0,1584114.04,1714449.71
No,CASH_OUT,40,91442.15,0,0,345964.4,437406.55
No,CASH_OUT,40,359803.62,225392.43,0,670756.27,1030559.89
No,CASH_OUT,40,265655.07,0,0,1270339.69,1535994.76
No,CASH_OUT,40,6824.82,24334,17509.18,427159.84,433984.66
No,CASH_OUT,40,352355.73,0,0,10740493.7,11052130.54
No,CASH_OUT,40,288798.32,271648.69,0,850195.4,1138993.73
No,CASH_OUT,40,328801.39,195682.47,0,0,346943.43
No,CASH_OUT,40,83595.1,0,0,139066.13,222661.23
No,CASH_OUT,40,54636.56,25829,0,0,54636.56
No,CASH_OUT,40,174535.56,0,0,251116.1,471953.6
No,CASH_OUT,40,35381.41,92087,56705.59,227871.42,263252.83
No,CASH_OUT,40,321490.46,30533,0,28717.24,350207.7
No,CASH_OUT,40,32431.2,0,0,157285.78,138094.22
No,CASH_OUT,40,70827.51,21228,0,1406680,1477507.5
No,CASH_OUT,40,136811.42,271448,134636.58,504783.86,641595.28
No,CASH_OUT,40,146680.11,0,0,1198259.09,1344939.2
No,CASH_OUT,40,80781.89,551558,470776.11,787020.27,969188.3
No,CASH_OUT,40,329100.02,4475,0,0,329100.02
No,CASH_OUT,40,28399.27,0,0,41148.05,69547.32
No,TRANSFER,40,1441959.52,223267.44,0,5317721.01,6868152.86
No,CASH_OUT,40,41879.4,0,0,564342.9,606222.3
No,CASH_OUT,40,106349.76,212480.64,106130.88,471360.87,729968.28
No,CASH_OUT,40,408566.54,29786,0,525230.56,933797.1
No,TRANSFER,40,640217.8,0,0,4094515.6,4491239.8
No,TRANSFER,40,2475584.24,0,0,3758776.73,6234360.96
No,CASH_OUT,40,144259.76,0,0,2256969.05,2401228.81
No,CASH_OUT,40,116916.42,0,0,1018364.74,1135281.16
No,CASH_OUT,40,66865.58,20457,0,1621420.16,1688285.74
No,CASH_OUT,40,62487.67,50571,0,627781.97,690269.64
No,CASH_OUT,40,96617.71,100306.22,3688.51,2383684.84,2480302.54
No,TRANSFER,40,380268.01,4079,0,0,380268.01
No,CASH_OUT,40,216840.13,202370,0,82681.65,299521.78
No,TRANSFER,40,246259.95,0,0,8018497.66,8264757.6
No,CASH_OUT,40,255817.85,20163,0,31173,203376.14
Yes,TRANSFER,40,26950.06,26950.06,0,0,0
Yes,CASH_OUT,40,26950.06,26950.06,0,255430.21,282380.27
Yes,TRANSFER,40,20314.97,20314.97,0,0,0
Yes,CASH_OUT,40,20314.97,20314.97,0,1270005.54,1290320.51
Yes,TRANSFER,40,6188772.44,6188772.44,0,0,0
Yes,CASH_OUT,40,6188772.44,6188772.44,0,6056796.74,12442836.61
Yes,TRANSFER,40,2757431.53,2757431.53,0,0,0
Yes,CASH_OUT,40,2757431.53,2757431.53,0,0,2757431.53
Yes,TRANSFER,40,7887.75,7887.75,0,0,0
Yes,CASH_OUT,40,7887.75,7887.75,0,0,7887.75
Yes,TRANSFER,40,31930.24,31930.24,0,0,0
Yes,CASH_OUT,40,31930.24,31930.24,0,113287.58,145217.82
Yes,TRANSFER,40,212613.29,212613.29,0,0,0
Yes,CASH_OUT,40,212613.29,212613.29,0,1370788.41,1583401.69
No,TRANSFER,41,205022.09,50840,0,0,40598.52
No,TRANSFER,41,337543.97,29964,0,103251.88,440795.85
No,CASH_OUT,41,237474.54,100,0,0,237474.54
No,CASH_OUT,41,158834.27,0,0,798031.98,1028298.11
No,CASH_OUT,41,481380.94,147520,0,0,481380.94
No,CASH_OUT,41,141800.54,358411,216610.46,1472923.71,1614724.24
No,CASH_OUT,41,6233.98,41852,35618.02,1585735.15,1591969.13
No,CASH_OUT,41,160906.01,0,0,292849.96,453755.97
No,CASH_OUT,41,4586.32,0,0,2549223.27,2553809.59
No,CASH_OUT,41,133981.77,0,0,903649.53,1037631.3
No,CASH_OUT,41,223489.73,103460,0,566011.95,789501.67
No,TRANSFER,41,809517.19,75434.27,0,3000305.44,3966030.13
No,CASH_OUT,41,127744.64,0,0,780845.79,908590.43
No,CASH_OUT,41,291749.81,104632,0,11316658.64,11608408.45
No,CASH_OUT,41,418573.07,0,0,3724110.1,4142683.17
No,CASH_OUT,41,38841.19,0,0,3831247.38,3870088.57
No,CASH_OUT,41,168844.57,0,0,941787,1047343.94
No,CASH_OUT,41,59355.55,361834,302478.45,0,59355.55
No,CASH_OUT,41,31300.59,0,0,428599.13,459899.72
No,CASH_OUT,41,160299.97,0,0,700809.77,1206528.9
No,CASH_OUT,41,371888.69,2867,0,327037.6,698926.29
No,TRANSFER,41,545867.87,255,0,0,545867.87
No,TRANSFER,41,92227.33,0,0,106673.95,198901.28
No,CASH_OUT,41,193662.67,21699,0,0,193662.67
No,CASH_OUT,41,141416.09,0,0,389439.81,530855.9
No,CASH_OUT,41,244361.86,0,0,517064.07,761425.93
No,CASH_OUT,41,162618.94,147752,0,0,162618.94
No,CASH_OUT,41,236512.18,0,0,1634162.22,1870674.4
No,CASH_OUT,41,425285.88,573,0,152431.02,577716.9
No,CASH_OUT,41,181749.23,152608,0,17009,198758.23
No,CASH_OUT,41,174342.01,0,0,980458.67,1222019.75
No,CASH_OUT,41,137285.54,0,0,466229.75,603515.29
No,CASH_OUT,41,302691.24,0,0,593063.24,895754.47
No,CASH_OUT,41,146884.4,0,0,1867581.43,2014465.83
No,CASH_OUT,41,145320.81,10152,0,152862,511189.78
No,CASH_OUT,41,47231.45,11292.91,0,84229.01,131460.46
No,CASH_OUT,41,432722.05,71700,0,44664.4,477386.45
No,TRANSFER,41,425824.14,40027,0,0,458974.36
No,CASH_OUT,41,61279.17,101327,40047.83,0,61279.17
No,CASH_OUT,41,346255.2,0,0,1767878.9,2114134.1
No,CASH_OUT,41,417081.24,20325,0,10698,407413.04
No,CASH_OUT,41,107289.24,10743,0,0,107289.24
No,TRANSFER,41,133708.49,134,0,255666.29,389374.77
No,TRANSFER,41,334178.43,300,0,5838587.58,6172766.01
No,CASH_OUT,41,117415.97,117190,0,0,117415.97
No,CASH_OUT,41,150368.29,0,0,7423211.85,7573580.14
No,CASH_OUT,41,104899.17,41062,0,0,104899.17
No,CASH_OUT,41,233250.53,0,0,2763063.68,2996314.21
No,CASH_OUT,41,66301.14,21874,0,186914.35,253215.49
No,CASH_OUT,41,149377.59,692,0,150599,0
No,CASH_OUT,41,303340.89,0,0,417645.05,679148.54
No,CASH_OUT,41,9865.98,205387,195521.02,0,9865.98
No,CASH_OUT,41,174287.56,0,0,573223.97,1597392.5
No,CASH_OUT,41,15583.32,0,0,122539.9,138123.22
No,CASH_OUT,41,165195.95,1783,0,0,165195.95
No,CASH_OUT,41,32759.78,308645.09,275885.31,2547036.79,2579796.57
No,CASH_OUT,41,227747.52,0,0,238741,466488.51
No,TRANSFER,41,263079.75,0,0,450551,1121266.75
No,CASH_OUT,41,250299.98,0,0,574323.91,824623.89
No,CASH_OUT,41,42984.42,462367,419382.58,0,42984.42
Yes,TRANSFER,41,581889.94,581889.94,0,0,0
Yes,CASH_OUT,41,581889.94,581889.94,0,359585.03,941474.97
Yes,TRANSFER,41,1783144.33,1783144.33,0,0,0
Yes,CASH_OUT,41,1783144.33,1783144.33,0,1793786.8,3576931.13
Yes,TRANSFER,41,82806.2,82806.2,0,0,0
Yes,CASH_OUT,41,82806.2,82806.2,0,0,0
Yes,TRANSFER,41,32690.68,32690.68,0,0,0
Yes,CASH_OUT,41,32690.68,32690.68,0,2361188.1,2393878.78
Yes,TRANSFER,41,1270564.34,1270564.34,0,0,0
Yes,CASH_OUT,41,1270564.34,1270564.34,0,0,1270564.34
Yes,TRANSFER,41,2885466.96,2885466.96,0,0,0
Yes,CASH_OUT,41,2885466.96,2885466.96,0,28131.01,3268477.05
No,CASH_OUT,42,169396,0,0,1809035.7,1978431.7
No,CASH_OUT,42,343963.35,11267,0,0,502948.28
No,CASH_OUT,42,245552.44,0,0,433770.27,679322.71
No,TRANSFER,42,336943.05,0,0,609867.87,946810.92
No,CASH_OUT,42,191471.34,0,0,2258592.61,2450063.95
No,CASH_OUT,42,324592.44,131359,0,349715.4,674307.84
No,CASH_OUT,42,122933.89,104866,0,0,122933.89
No,TRANSFER,42,241457.82,12225,0,10850904.71,11092362.53
No,TRANSFER,42,23900.78,34299,10398.22,1734609.96,1758510.74
No,CASH_OUT,42,215362.56,123717.47,0,2452275,2667637.56
No,TRANSFER,42,269532.89,0,0,2321557.11,2722523.85
No,CASH_OUT,42,35420.87,0,0,411449.92,43956.01
No,CASH_OUT,42,118080.68,0,0,10285123.84,10403204.52
No,CASH_OUT,42,378860.75,20524,0,1017633.41,1396494.16
No,CASH_OUT,42,276903.96,84603,0,64420.29,463965.68
No,CASH_OUT,42,107816.8,20781,0,5688525.16,5796341.97
No,CASH_OUT,42,577528.61,11303,0,337463.48,914992.09
No,CASH_OUT,42,238148.79,0,0,267438.1,505586.89
No,CASH_OUT,42,102284.04,0,0,737265.48,839549.52
No,CASH_OUT,42,74323.98,126,0,1214747.71,1289071.69
No,TRANSFER,42,884376.34,1102661.08,218284.74,1491092.84,2375469.17
No,CASH_OUT,42,344289.44,31554,0,1834856.36,2179145.8
No,TRANSFER,42,798009.29,145557.23,0,1127136.53,1925145.82
No,CASH_OUT,42,52715.31,17795,0,0,52715.31
No,CASH_OUT,42,109585.56,82690,0,940987.59,1050573.16
No,TRANSFER,42,1133658.4,0,0,1805417.53,2939075.93
No,TRANSFER,42,318734.4,5190,0,3244598.77,3563333.17
No,CASH_OUT,42,47484.18,21388,0,137879.19,185363.37
No,CASH_OUT,42,491255.2,0,0,515310.24,1006565.44
No,CASH_OUT,42,477329.1,0,0,4890413.57,5367742.67
No,CASH_OUT,42,449592.88,0,0,1956429.15,2406022.04
No,CASH_OUT,42,11855.38,136678,124822.62,0,11855.38
No,CASH_OUT,42,158797.01,16293,0,982861.07,1141658.08
No,CASH_OUT,42,40749.56,0,0,2729222.35,2769971.92
No,CASH_OUT,42,177277.53,92220,0,351022.5,528300.03
No,CASH_OUT,42,370443.24,22324,0,554665.95,925109.19
No,CASH_OUT,42,190701.16,0,0,856866.93,1047568.09
No,CASH_OUT,42,21820.75,9091,0,32576,54396.75
No,TRANSFER,42,627852.75,41,0,336471.54,964324.29
No,CASH_OUT,42,290145.56,0,0,673753.65,963899.21
No,CASH_OUT,42,161043,0,0,1268787.6,1429830.6
No,TRANSFER,42,143234.31,0,0,1016652.81,1159887.12
No,CASH_OUT,42,148426.15,0,0,1614433.85,1762860
No,CASH_OUT,42,38143.1,51459,13315.9,0,38143.1
No,CASH_OUT,42,225665.64,69894,0,3919828.73,4145494.37
No,CASH_OUT,42,190868.73,21050.38,0,1000666.37,1191535.1
No,CASH_OUT,42,147307.91,11183,0,663672.33,810980.24
No,CASH_OUT,42,138123.17,2764.89,0,773383.96,911507.12
No,CASH_OUT,42,363811.13,0,0,1022358.44,1386169.56
No,CASH_OUT,42,14549.84,0,0,22387,122793.58
No,CASH_OUT,42,150104.17,10223,0,0,150104.17
No,CASH_OUT,42,68658.18,0,0,332504.88,244116.16
No,CASH_OUT,42,456459.46,0,0,6280399.41,6736858.88
No,TRANSFER,42,148904.79,0,0,505796.77,654701.56
No,CASH_OUT,42,193044.23,243971,50926.77,5248158.57,5441202.81
No,CASH_OUT,42,58332.81,0,0,1033457.35,1091790.16
No,CASH_OUT,42,229291.27,9330,0,638599.6,1153942.92
No,TRANSFER,42,166220.81,0,0,175208,0
No,CASH_OUT,42,171259.84,0,0,1703949.98,1875209.82
No,CASH_OUT,42,103820.23,0,0,3681850.56,3785670.79
No,CASH_OUT,42,289808.5,420539.48,130730.98,405833.98,695642.49
No,CASH_OUT,42,160852.02,762,0,922749.37,1083601.39
No,CASH_OUT,42,64238.53,0,0,425990.24,490228.77
No,CASH_OUT,42,62733.34,0,0,120323.02,56144.62
No,CASH_OUT,42,226436.21,0,0,10806822.79,11033259
Yes,TRANSFER,42,334276.08,334276.08,0,0,0
Yes,CASH_OUT,42,334276.08,334276.08,0,318089.61,652365.68
Yes,TRANSFER,42,3569720.42,3569720.42,0,0,0
Yes,CASH_OUT,42,3569720.42,3569720.42,0,0,3569720.42
Yes,TRANSFER,42,1566057.28,1566057.28,0,0,0
Yes,CASH_OUT,42,1566057.28,1566057.28,0,0,1566057.28
Yes,TRANSFER,42,5032484.73,5032484.73,0,0,0
Yes,CASH_OUT,42,5032484.73,5032484.73,0,873589.17,5906073.9
Yes,TRANSFER,42,36359.57,36359.57,0,0,0
Yes,CASH_OUT,42,36359.57,36359.57,0,20206.65,56566.22
Yes,TRANSFER,42,506867.52,506867.52,0,0,0
Yes,CASH_OUT,42,506867.52,506867.52,0,0,458682.99
Yes,TRANSFER,42,1917497.63,1917497.63,0,0,0
Yes,CASH_OUT,42,1917497.63,1917497.63,0,173507.14,2091004.76
No,CASH_OUT,43,89049.04,0,0,5450659.6,5539708.64
No,TRANSFER,43,199146.35,20516,0,520720.94,719867.3
No,CASH_OUT,43,211456.09,84551,0,0,211456.09
No,CASH_OUT,43,252755.07,1017,0,59306.83,312061.89
No,CASH_OUT,43,30162.11,10699,0,1249631.36,1455459.96
No,CASH_OUT,43,349473.2,302,0,863414.23,1212887.43
No,CASH_OUT,43,63914.99,0,0,0,63914.99
No,CASH_OUT,43,16409.94,0,0,158169.12,174579.06
No,CASH_OUT,43,106105.13,46624,0,18038.28,124143.41
No,CASH_OUT,43,18545.08,0,0,2449154.96,2798542.94
No,CASH_OUT,43,79714.36,0,0,24050220.46,24129934.83
No,CASH_OUT,43,92963.89,0,0,350552.08,443515.96
No,CASH_OUT,43,234808.78,0,0,510986.38,745795.16
No,CASH_OUT,43,297761.99,0,0,1063159.2,1360921.2
No,TRANSFER,43,208101.8,105473,0,0,208101.8
No,CASH_OUT,43,135666.23,0,0,1134359.48,1284019.55
No,CASH_OUT,43,208710.61,0,0,4096438.36,4305148.97
No,CASH_OUT,43,151919.14,10725,0,194992.37,346911.51
No,CASH_OUT,43,215366.65,152043.43,0,902474.32,1117840.96
No,CASH_OUT,43,188508.66,0,0,2921107.11,3109615.77
No,TRANSFER,43,276076.37,0,0,297720.66,573797.03
No,TRANSFER,43,179453.11,246146,66692.89,503600.79,683053.9
No,TRANSFER,43,383578.06,0,0,914107.92,1434160.59
No,CASH_OUT,43,159177.76,54551,0,0,159177.76
No,CASH_OUT,43,214494.87,7745,0,390823.71,407674.84
No,CASH_OUT,43,115523.15,0,0,1581655.73,1925524.73
No,CASH_OUT,43,152192.97,50527,0,1029992.61,1182185.58
No,CASH_OUT,43,108107.7,38668,0,704624.9,903681.52
No,CASH_OUT,43,174970.48,404610,229639.52,0,174970.48
No,CASH_OUT,43,266896.07,5009,0,364441.81,631337.88
No,CASH_OUT,43,161726.76,0,0,434945.96,596672.72
No,CASH_OUT,43,85306.78,31955,0,179375.06,264681.83
No,TRANSFER,43,811958.72,323188,0,610832.36,1422791.08
No,CASH_OUT,43,117991.47,38025,0,2102.74,120094.22
No,TRANSFER,43,530142.01,0,0,3154231.61,3684373.61
No,CASH_OUT,43,84283.09,105,0,2208417.55,2292700.64
No,TRANSFER,43,965744.82,0,0,1189923.46,2155668.28
No,CASH_OUT,43,62209.78,10439,0,0,62209.78
No,CASH_OUT,43,5843.47,0,0,499280.3,505123.77
No,TRANSFER,43,445532.35,9735.43,0,10775503.33,11345228.15
No,TRANSFER,43,552101.25,0,0,563179.77,1249004.89
No,CASH_OUT,43,338805.37,27388,0,350379.37,689184.74
No,CASH_OUT,43,30315.3,72,0,17206.55,47521.85
No,CASH_OUT,43,88914.85,30161,0,79442.74,168357.59
No,CASH_OUT,43,177966.16,0,0,1139988.73,1317954.89
No,CASH_OUT,43,193952.56,0,0,393276.56,587229.12
No,TRANSFER,43,275796.82,527,0,903456.12,1179252.94
No,CASH_OUT,43,189221.13,54937,0,248202.36,437423.48
No,TRANSFER,43,876502.4,0,0,4929082.32,5314686.3
No,CASH_OUT,43,156907.84,0,0,433793.43,590701.27
No,CASH_OUT,43,47357.18,150211,102853.82,1096934.76,1195335.51
No,CASH_OUT,43,39578.43,49782,10203.57,91289.68,59251.44
No,CASH_OUT,43,281982.83,0,0,290701.72,572684.54
No,TRANSFER,43,271568.17,0,0,3485310.51,3756878.68
No,CASH_OUT,43,140801.25,38490,0,3726430.13,3867231.38
No,TRANSFER,43,564584.53,0,0,3471706.31,4125121.07
No,CASH_OUT,43,531465.22,0,0,3518383.79,4049849.01
No,CASH_OUT,43,148986.45,20240,0,0,148986.45
No,TRANSFER,43,1749694.87,0,0,2001973.04,3751667.91
No,CASH_OUT,43,78630.09,25380,0,49643.22,128273.31
No,CASH_OUT,43,64933.09,0,0,237652.89,302585.98
No,CASH_OUT,43,23816.39,30975,7158.61,19933,43749.39
No,CASH_OUT,43,48095.67,0,0,1164608.74,1212704.41
No,CASH_OUT,43,75092.02,0,0,1510266.48,1611827.53
No,CASH_OUT,43,35043.8,0,0,191534.05,226577.85
No,CASH_OUT,43,152390.09,0,0,2642696.57,2795086.66
No,CASH_OUT,43,499867.65,0,0,533649.59,1033517.24
Yes,TRANSFER,43,29988,29988,0,0,0
Yes,CASH_OUT,43,29988,29988,0,0,29988
Yes,TRANSFER,43,350789.59,350789.59,0,0,276871.71
Yes,CASH_OUT,43,350789.59,350789.59,0,8785008.75,9135798.34
Yes,TRANSFER,43,1395850.55,0,0,260806.21,1656656.77
Yes,TRANSFER,43,93459.89,93459.89,0,0,0
Yes,CASH_OUT,43,93459.89,93459.89,0,15825.7,109285.59
Yes,TRANSFER,43,435166.65,435166.65,0,0,0
Yes,CASH_OUT,43,435166.65,435166.65,0,449215.85,884382.5
Yes,TRANSFER,43,21987,21987,0,0,0
Yes,CASH_OUT,43,21987,21987,0,123690.93,145677.94
Yes,TRANSFER,43,362152.77,362152.77,0,0,0
Yes,CASH_OUT,43,362152.77,362152.77,0,282809.47,644962.23
No,CASH_OUT,44,33386.02,0,0,143974,173097.41
No,CASH_OUT,44,3812.81,21563,17750.19,411414.18,415226.99
No,TRANSFER,44,253667.08,11625,0,11804342.67,12058009.75
No,CASH_OUT,44,397203.92,0,0,857175.88,922143.28
No,CASH_OUT,44,22126.4,0,0,3422497.87,3444624.27
No,CASH_OUT,44,52026.55,22162,0,260547.72,312574.27
No,CASH_OUT,44,156518.96,0,0,1446625.31,1603144.27
No,CASH_OUT,44,70659.46,135,0,176493.9,247153.36
No,CASH_OUT,44,315796.1,10362,0,172152.64,487948.74
No,CASH_OUT,44,83312.66,16780,0,139745.66,223058.32
No,CASH_OUT,44,341786.2,10851,0,199114.94,540901.13
No,CASH_OUT,44,121790.62,248840.26,127049.64,326860.18,448650.79
No,CASH_OUT,44,223452.84,10990,0,1304105.59,1527558.43
No,CASH_OUT,44,200745.41,77607.76,0,1245871.32,1446616.73
No,CASH_OUT,44,88240.35,393138,304897.65,199065.63,287305.98
No,CASH_OUT,44,317760.34,13417,0,519605.35,837365.7
No,CASH_OUT,44,79272.35,148261.94,68989.59,313772.27,393044.62
No,CASH_OUT,44,290445.3,157,0,984516.6,1274961.91
No,CASH_OUT,44,57189.15,0,0,463967.3,978204.79
No,CASH_OUT,44,43757.24,0,0,426339.7,470096.94
No,CASH_OUT,44,20243.24,9,0,0,20243.24
No,TRANSFER,44,554229.55,11242,0,0,731917.1
No,CASH_OUT,44,208147.97,7042,0,237789.9,445937.86
No,CASH_OUT,44,47623.94,53791,6167.06,873872.96,921496.9
No,TRANSFER,44,520012.32,30833,0,0,520012.32
No,TRANSFER,44,287316.06,307,0,2902322.36,3189638.42
No,CASH_OUT,44,171776.02,0,0,1223624.03,1395400.05
No,CASH_OUT,44,24022.9,25182,1159.1,0,24022.9
No,CASH_OUT,44,278315.63,0,0,2509542.94,2787858.57
No,CASH_OUT,44,254013.84,0,0,1254897.37,1508911.21
